Application_ID,Plot_Area,Zone_Type,FSI_Allowed,FSI_Used,Floors,Building_Height,Front_Setback,Rear_Setback,Side_Setback,Parking_Spaces_Required,Parking_Spaces_Provided,Road_Width,Fire_NOC,Env_NOC,Traffic_NOC,Green_Area_Percentage,Zone_Compliance,Approval_Status,Rejection_Reasons
APP002550,1225,Industrial,1.5,1.23,6,47.06,6.59,3.24,5.14,44,48,18.96,1,1,0,12.49,1,0,MissingNOC
APP002551,1629,Residential,1.2,0.9,12,58.34,4.29,5.71,5.57,2,1,23.64,1,1,1,14.03,1,0,ParkingDeficit
APP002552,1694,Residential,3.0,2.88,4,40.23,6.59,5.4,4.05,10,12,29.15,1,0,1,7.57,1,0,MissingNOC
APP002553,346,Residential,2.2,2.76,12,38.17,5.22,5.04,3.71,13,16,19.26,1,1,1,28.06,1,0,FSIExceeded
APP002554,3811,Residential,2.8,3.24,4,27.34,4.86,6.29,4.25,24,25,19.33,1,1,1,35.98,1,0,FSIExceeded
APP002555,1660,Residential,3.0,3.22,2,15.82,7.38,3.57,3.98,13,23,17.49,1,1,1,7.43,1,0,FSIExceeded
APP002556,2500,Residential,1.0,0.85,12,25.58,4.67,4.63,4.96,43,44,19.6,1,1,1,1.38,1,1,None
APP002557,2343,Mixed-use,1.0,0.77,13,33.61,7.87,5.49,3.48,10,6,21.24,1,1,1,15.25,1,0,ParkingDeficit
APP002558,3964,Commercial,2.0,1.43,16,6.92,7.65,6.65,3.08,27,31,10.9,1,0,1,16.41,1,0,MissingNOC
APP002559,2039,Industrial,3.0,2.83,4,31.17,7.04,5.04,5.34,31,29,19.63,0,1,1,25.83,1,0,"ParkingDeficit, MissingNOC"
APP002560,3169,Commercial,2.5,2.13,8,52.42,5.91,4.38,3.64,21,31,6.32,1,1,1,3.42,1,1,None
APP002561,326,Residential,2.5,2.23,5,58.71,3.16,5.91,4.14,17,24,28.51,1,1,1,32.86,1,1,None
APP002562,3647,Industrial,1.2,1.07,14,52.06,1.62,1.62,2.89,14,21,6.91,1,1,1,22.96,1,0,SetbackDeficit
APP002563,364,Residential,1.5,1.23,15,14.46,5.52,5.3,4.64,36,37,29.0,1,1,1,21.84,1,1,None
APP002564,1495,Industrial,1.8,1.47,11,13.53,6.67,6.39,4.58,5,6,29.26,1,1,1,12.65,1,1,None
APP002565,3657,Residential,1.2,1.04,10,26.63,5.36,5.1,4.32,26,31,18.64,1,1,1,14.61,1,1,None
APP002566,745,Residential,3.0,2.63,10,17.4,7.18,4.17,3.73,14,16,13.98,1,1,1,2.22,1,1,None
APP002567,3090,Industrial,2.0,1.54,6,42.18,6.84,4.45,4.37,29,31,10.44,1,1,1,30.15,1,1,None
APP002568,1999,Commercial,2.5,1.89,16,9.65,3.58,3.96,5.2,46,46,9.89,1,1,1,24.19,1,1,None
APP002569,2604,Industrial,3.0,3.0,4,29.4,2.04,2.02,2.25,13,14,11.71,1,1,1,39.06,1,0,SetbackDeficit
APP002570,2872,Mixed-use,2.0,1.52,9,20.42,2.47,2.4,2.17,25,29,17.43,1,1,1,14.14,1,0,SetbackDeficit
APP002571,1254,Residential,2.2,2.08,10,37.75,5.85,6.31,3.38,29,24,23.83,1,1,1,26.65,1,0,ParkingDeficit
APP002572,687,Residential,1.8,1.73,5,48.84,6.88,4.63,4.75,2,8,15.57,1,1,1,36.78,1,1,None
APP002573,4671,Residential,2.8,2.43,10,55.8,4.3,4.15,3.94,35,32,24.74,1,1,1,28.47,1,0,ParkingDeficit
APP002574,1921,Commercial,1.0,0.77,16,58.01,5.11,6.93,4.73,4,12,19.55,1,1,1,1.61,1,1,None
APP002575,1085,Commercial,1.0,1.09,11,24.32,6.86,6.6,5.63,23,23,6.46,1,1,1,25.29,1,0,FSIExceeded
APP002576,4179,Residential,2.0,1.53,6,52.07,3.6,4.05,4.66,22,26,9.16,1,1,1,21.82,1,1,None
APP002577,3448,Commercial,3.0,2.5,7,37.56,2.61,1.69,1.55,28,30,19.73,1,1,1,19.97,1,0,SetbackDeficit
APP002578,3931,Commercial,1.2,1.14,12,43.07,6.45,6.96,3.4,22,26,9.87,1,1,1,22.12,1,1,None
APP002579,1341,Residential,1.5,1.13,13,51.81,2.87,2.85,2.03,23,29,20.6,1,1,1,18.42,1,0,SetbackDeficit
APP002580,289,Industrial,2.8,2.3,17,12.16,5.78,5.85,3.36,14,23,16.69,1,1,1,27.67,1,1,None
APP002581,1080,Commercial,2.0,1.7,9,57.11,2.84,2.38,2.42,45,51,22.56,1,1,1,0.6,1,0,SetbackDeficit
APP002582,1798,Mixed-use,1.5,1.31,8,35.11,1.57,2.6,2.03,17,24,12.99,1,0,1,7.54,1,0,"SetbackDeficit, MissingNOC"
APP002583,1815,Residential,2.2,1.87,16,23.48,5.04,4.8,5.5,47,49,25.72,0,0,1,14.62,1,0,MissingNOC
APP002584,2693,Residential,2.2,2.12,3,23.63,5.39,3.54,3.55,25,33,15.33,1,1,1,18.11,1,1,None
APP002585,4236,Residential,2.0,1.84,5,46.31,7.58,6.75,3.25,47,56,25.12,1,0,1,5.22,1,0,MissingNOC
APP002586,4533,Residential,2.0,1.96,13,42.33,2.38,2.05,2.47,18,21,6.46,1,1,1,32.81,1,0,SetbackDeficit
APP002587,1198,Mixed-use,2.2,2.12,18,45.12,5.19,5.03,4.76,6,8,15.43,1,1,0,37.18,1,0,MissingNOC
APP002588,2426,Residential,1.2,0.89,16,18.91,1.64,1.94,2.01,39,41,11.28,1,1,1,30.05,1,0,SetbackDeficit
APP002589,3347,Commercial,2.2,1.99,14,14.36,7.49,5.32,5.53,43,46,16.65,1,1,1,37.15,1,1,None
APP002590,995,Residential,1.2,1.17,11,44.7,4.61,4.27,3.54,28,35,28.72,1,1,1,29.73,1,1,None
APP002591,1774,Residential,1.5,1.5,18,21.42,7.07,5.94,5.97,42,42,9.81,1,1,1,17.64,1,1,None
APP002592,3009,Residential,1.2,1.42,8,17.23,5.6,5.3,4.85,33,42,8.11,1,1,1,15.73,0,0,"FSIExceeded, ZoningViolation"
APP002593,1030,Commercial,1.0,0.97,12,16.8,4.42,3.47,3.82,27,30,7.4,1,1,1,6.66,1,1,None
APP002594,4484,Commercial,1.0,0.72,19,13.16,7.43,4.15,5.75,8,4,8.96,1,1,1,3.46,1,0,ParkingDeficit
APP002595,823,Residential,3.0,2.63,20,28.47,2.62,2.88,2.49,37,38,7.49,1,1,1,8.78,1,0,SetbackDeficit
APP002596,3040,Mixed-use,1.8,1.67,2,19.35,4.03,6.36,5.26,8,9,22.43,1,1,1,21.29,1,1,None
APP002597,1189,Residential,2.0,1.74,9,54.16,7.51,6.84,4.62,44,49,8.82,1,1,1,5.4,1,1,None
APP002598,4678,Residential,2.5,1.76,9,42.9,3.03,6.33,3.08,28,29,10.74,1,1,1,38.05,1,1,None
APP002599,1035,Residential,1.2,0.98,14,45.91,7.71,5.28,5.2,39,40,21.49,1,1,0,8.74,1,0,MissingNOC
APP002600,2395,Residential,3.0,2.23,15,27.2,7.16,4.18,3.33,49,54,16.71,1,1,1,33.35,1,1,None
APP002601,255,Mixed-use,1.8,1.42,11,38.01,7.22,4.78,4.3,49,46,7.31,1,0,1,32.75,1,0,"ParkingDeficit, MissingNOC"
APP002602,1170,Residential,1.0,1.06,13,32.54,7.32,6.97,5.19,25,34,29.3,0,1,1,5.65,1,0,"FSIExceeded, MissingNOC"
APP002603,2058,Residential,2.8,2.18,5,14.21,4.77,3.32,5.38,25,25,20.4,1,1,1,28.43,1,1,None
APP002604,2601,Residential,1.8,1.39,6,7.63,4.64,5.03,3.83,46,45,20.73,1,1,1,32.96,1,0,ParkingDeficit
APP002605,4319,Commercial,2.5,2.28,5,42.59,5.56,6.11,5.12,45,48,26.46,1,1,1,35.37,1,1,None
APP002606,3930,Residential,1.5,1.13,1,11.66,7.62,4.73,5.8,30,31,27.82,1,1,1,38.16,1,1,None
APP002607,954,Commercial,3.0,3.1,18,8.15,4.59,6.37,4.98,28,36,7.37,1,1,1,37.2,1,0,FSIExceeded
APP002608,739,Residential,2.0,1.61,8,29.3,1.55,2.45,1.51,35,35,7.64,1,1,1,12.45,1,0,SetbackDeficit
APP002609,2338,Residential,2.0,1.43,17,45.59,4.88,6.77,5.02,22,23,24.64,1,1,1,10.71,1,1,None
APP002610,1702,Industrial,1.5,1.33,11,47.29,3.76,6.26,5.2,46,48,22.7,1,0,1,15.9,0,0,"MissingNOC, ZoningViolation"
APP002611,541,Residential,3.0,2.8,11,53.04,3.99,6.5,5.85,2,0,11.2,0,1,1,18.6,1,0,"ParkingDeficit, MissingNOC"
APP002612,4728,Industrial,1.5,1.47,3,15.96,2.62,1.5,1.6,11,17,13.71,1,1,1,9.36,1,0,SetbackDeficit
APP002613,1436,Residential,1.2,0.97,8,59.21,4.04,3.71,4.25,31,40,20.66,1,1,1,3.44,1,1,None
APP002614,3800,Industrial,3.0,2.7,8,46.98,4.9,5.34,4.91,29,39,24.94,0,1,1,26.26,1,0,MissingNOC
APP002615,1048,Residential,3.0,2.73,3,13.65,6.28,3.72,3.9,43,44,20.48,1,1,1,6.97,1,1,None
APP002616,3473,Commercial,1.8,1.3,10,51.24,4.46,4.94,5.39,31,33,25.01,1,1,0,36.6,1,0,MissingNOC
APP002617,559,Residential,1.8,1.48,19,32.44,4.79,4.92,3.29,29,35,11.49,1,1,1,11.51,1,1,None
APP002618,4746,Residential,2.2,1.74,14,8.66,7.4,6.02,3.86,30,36,13.95,1,1,1,7.91,1,1,None
APP002619,492,Residential,3.0,2.39,18,12.26,1.98,2.49,1.67,32,31,8.44,1,1,1,7.77,1,0,"SetbackDeficit, ParkingDeficit"
APP002620,4038,Residential,2.8,2.13,3,28.86,4.59,3.45,5.09,44,52,29.64,1,1,1,11.58,1,1,None
APP002621,1887,Residential,1.5,1.42,20,34.18,6.87,4.93,5.41,42,46,25.42,1,1,1,24.49,1,1,None
APP002622,2357,Residential,2.2,2.03,14,57.11,5.06,3.94,3.87,5,8,23.18,1,0,1,39.13,1,0,MissingNOC
APP002623,1238,Commercial,2.5,2.1,11,16.86,7.45,6.13,3.18,20,23,10.68,1,1,1,19.45,1,1,None
APP002624,3908,Commercial,2.2,2.63,10,31.08,4.31,4.27,4.17,11,14,22.77,1,1,1,23.99,1,0,FSIExceeded
APP002625,4841,Commercial,1.5,1.38,14,17.42,4.99,6.65,3.8,46,50,26.7,1,1,1,33.7,1,1,None
APP002626,2554,Commercial,3.0,3.44,1,35.71,4.7,6.27,3.93,32,37,25.45,1,1,1,13.36,1,0,FSIExceeded
APP002627,1566,Residential,1.8,1.86,16,55.01,5.86,3.67,3.62,35,39,24.11,0,1,0,7.2,1,0,"FSIExceeded, MissingNOC"
APP002628,3774,Residential,1.2,1.17,6,36.23,7.74,5.45,3.99,42,50,15.29,1,1,1,17.35,1,1,None
APP002629,1477,Residential,3.0,2.1,18,33.05,3.1,5.89,5.41,40,44,24.41,1,1,1,12.75,1,1,None
APP002630,2697,Industrial,1.5,1.38,16,46.26,6.52,6.65,5.3,43,41,17.63,1,0,1,34.65,1,0,"ParkingDeficit, MissingNOC"
APP002631,241,Residential,2.2,2.01,19,13.12,6.27,5.07,4.09,45,52,15.71,1,1,1,39.12,1,1,None
APP002632,2759,Residential,2.0,1.98,16,54.81,3.78,5.14,5.58,32,37,29.15,0,0,1,27.53,1,0,MissingNOC
APP002633,4696,Commercial,1.2,0.97,5,36.77,7.01,6.64,3.99,12,20,9.52,1,0,1,26.15,1,0,MissingNOC
APP002634,939,Residential,1.0,0.82,12,42.75,6.67,6.76,3.11,37,43,26.75,1,1,1,28.57,1,1,None
APP002635,3718,Industrial,3.0,2.62,6,50.04,7.7,3.41,4.19,45,47,13.73,1,1,1,18.71,0,0,ZoningViolation
APP002636,4017,Industrial,1.5,1.28,2,39.93,3.78,4.21,3.69,45,49,18.39,1,1,1,25.15,0,0,ZoningViolation
APP002637,695,Residential,2.5,3.09,16,40.27,4.24,4.09,3.37,33,42,14.71,1,1,1,2.85,1,0,FSIExceeded
APP002638,2004,Residential,3.0,3.42,11,45.13,6.28,3.52,5.22,24,25,18.08,1,1,1,19.74,1,0,FSIExceeded
APP002639,380,Residential,3.0,2.48,12,7.87,3.42,3.3,5.17,41,51,25.64,1,1,1,13.29,1,1,None
APP002640,523,Commercial,2.2,2.44,11,26.02,5.08,3.06,5.49,47,55,10.39,1,1,1,2.13,1,0,FSIExceeded
APP002641,4465,Residential,2.8,2.59,20,57.96,3.76,5.94,5.38,40,46,24.12,1,1,0,21.79,1,0,MissingNOC
APP002642,4349,Commercial,3.0,2.96,19,19.19,6.03,4.25,3.97,4,13,16.7,1,1,1,14.41,1,1,None
APP002643,1850,Commercial,1.5,1.42,8,34.82,3.12,4.1,3.61,29,39,28.44,1,1,1,23.62,1,1,None
APP002644,4857,Residential,2.2,1.81,18,14.65,6.28,4.89,3.87,26,32,19.13,0,0,1,20.53,1,0,MissingNOC
APP002645,2067,Residential,2.0,1.48,5,22.78,7.83,5.24,4.45,29,32,6.99,1,1,1,11.05,1,1,None
APP002646,4188,Commercial,2.5,2.49,12,44.44,2.29,1.86,1.53,20,22,27.84,1,1,1,21.6,1,0,SetbackDeficit
APP002647,4278,Residential,2.5,2.18,10,40.37,4.97,4.49,4.64,47,47,28.19,1,1,1,15.15,1,1,None
APP002648,3046,Industrial,3.0,2.72,15,27.79,4.12,6.9,4.19,20,28,10.32,1,1,1,36.84,1,1,None
APP002649,1549,Residential,1.0,1.08,5,56.59,4.85,5.25,4.93,43,43,29.34,1,1,1,15.03,1,0,FSIExceeded
APP002650,2431,Commercial,2.2,2.03,17,47.63,7.05,6.9,3.29,45,50,16.7,1,1,1,1.61,1,1,None
APP002651,2320,Industrial,2.0,1.81,4,19.74,7.32,4.96,3.75,30,37,27.95,1,1,1,30.54,1,1,None
APP002652,3889,Industrial,1.8,1.97,12,30.6,6.08,4.89,5.17,20,28,14.74,1,1,0,38.55,1,0,"FSIExceeded, MissingNOC"
APP002653,2910,Residential,1.0,0.83,18,53.29,4.16,6.07,3.76,19,20,6.54,0,1,1,6.78,1,0,MissingNOC
APP002654,4828,Residential,1.8,1.32,8,6.24,4.69,3.6,3.96,46,55,25.08,1,1,1,38.91,1,1,None
APP002655,1631,Commercial,2.5,2.32,20,36.98,5.03,3.02,5.07,25,21,27.26,1,1,1,24.69,1,0,ParkingDeficit
APP002656,4982,Residential,1.8,1.41,17,17.76,6.97,5.18,3.94,39,49,9.91,1,1,1,33.9,1,1,None
APP002657,3090,Residential,1.0,0.73,8,8.51,4.61,5.84,4.54,17,24,19.3,1,1,0,18.92,1,0,MissingNOC
APP002658,4593,Mixed-use,1.0,0.79,13,55.21,2.98,1.62,1.66,19,29,25.96,1,1,1,24.9,0,0,"SetbackDeficit, ZoningViolation"
APP002659,1243,Residential,1.0,1.04,3,49.9,4.88,6.03,3.49,42,50,17.08,1,1,1,33.64,1,0,FSIExceeded
APP002660,1033,Residential,2.0,1.75,3,15.19,3.83,4.75,5.92,14,13,24.92,1,1,1,39.31,1,0,ParkingDeficit
APP002661,1560,Residential,2.5,2.48,7,51.03,5.12,3.68,5.41,5,14,21.31,1,0,1,7.39,1,0,MissingNOC
APP002662,2823,Commercial,3.0,2.76,18,13.05,6.74,5.19,4.2,14,20,23.3,1,1,1,35.95,1,1,None
APP002663,2612,Commercial,2.8,3.29,7,31.19,5.18,4.18,5.77,36,39,28.05,1,1,1,26.69,1,0,FSIExceeded
APP002664,385,Residential,1.2,1.3,2,44.92,5.61,5.46,4.11,5,8,16.0,1,1,1,37.87,1,0,FSIExceeded
APP002665,364,Residential,3.0,2.51,7,34.36,3.71,5.09,3.61,20,26,24.5,1,1,1,12.72,1,1,None
APP002666,2467,Residential,1.8,1.62,2,51.79,6.57,5.08,3.75,25,27,23.1,1,1,1,9.7,1,1,None
APP002667,3547,Commercial,2.0,1.62,7,38.93,7.68,6.71,5.16,34,35,16.54,1,1,1,14.62,1,1,None
APP002668,1862,Residential,2.0,1.74,14,28.76,1.7,2.28,2.74,34,33,15.15,1,0,1,35.38,1,0,"SetbackDeficit, ParkingDeficit, MissingNOC"
APP002669,3148,Mixed-use,1.8,1.66,15,55.88,5.08,3.6,3.2,10,18,27.15,1,0,1,18.39,1,0,MissingNOC
APP002670,2481,Residential,2.2,1.85,16,7.0,1.96,1.78,2.53,4,11,10.91,1,1,1,38.06,1,0,SetbackDeficit
APP002671,2369,Mixed-use,1.0,0.79,8,31.86,4.66,3.24,4.41,4,8,13.64,1,1,1,9.69,1,1,None
APP002672,140,Residential,1.2,0.96,16,41.34,4.75,5.24,3.68,31,40,29.39,1,1,1,8.82,1,1,None
APP002673,167,Commercial,1.8,1.98,7,50.98,7.64,4.1,5.46,19,29,12.66,1,1,1,27.14,1,0,FSIExceeded
APP002674,1087,Residential,1.8,1.37,11,34.76,2.37,1.96,2.43,3,13,26.94,1,1,1,11.67,1,0,SetbackDeficit
APP002675,4108,Residential,2.8,2.21,4,53.7,4.27,5.16,4.98,33,36,14.91,1,1,1,5.17,1,1,None
APP002676,3298,Industrial,3.0,2.73,18,28.45,3.76,5.92,3.84,44,53,19.23,1,1,1,15.04,1,1,None
APP002677,4890,Industrial,1.8,2.13,13,22.44,3.51,6.19,4.76,10,9,15.56,1,1,1,10.65,1,0,"FSIExceeded, ParkingDeficit"
APP002678,2624,Residential,2.2,2.84,17,58.56,4.65,6.09,4.78,3,1,11.31,1,1,1,16.52,1,0,"FSIExceeded, ParkingDeficit"
APP002679,1185,Commercial,1.8,2.01,12,41.69,7.04,6.49,5.01,21,26,22.59,1,1,1,7.46,1,0,FSIExceeded
APP002680,2579,Commercial,1.8,1.91,18,28.42,3.84,6.13,5.97,28,37,29.2,1,1,1,38.28,1,0,FSIExceeded
APP002681,1793,Industrial,3.0,2.5,10,53.3,7.02,3.59,3.49,37,38,27.43,1,1,1,32.07,1,1,None
APP002682,2415,Residential,1.8,1.45,7,42.57,1.98,2.83,1.58,42,39,29.65,1,1,1,33.64,1,0,"SetbackDeficit, ParkingDeficit"
APP002683,878,Residential,2.2,2.19,12,40.09,5.2,5.66,3.98,47,43,22.59,1,1,1,11.91,1,0,ParkingDeficit
APP002684,4689,Residential,3.0,2.68,12,45.07,3.59,5.24,4.13,20,18,6.83,1,1,1,34.27,1,0,ParkingDeficit
APP002685,1685,Residential,1.5,1.45,13,45.61,5.37,4.25,4.57,17,22,19.3,1,1,1,23.63,1,1,None
APP002686,1592,Industrial,2.5,1.83,1,32.11,7.42,6.37,5.87,27,34,20.94,1,1,1,2.27,1,1,None
APP002687,760,Residential,2.5,2.91,7,28.06,2.74,2.56,2.75,15,11,8.88,1,1,1,6.13,1,0,"FSIExceeded, SetbackDeficit, ParkingDeficit"
APP002688,1448,Residential,1.0,1.21,16,55.01,5.45,6.16,5.06,48,48,25.88,1,1,1,17.84,0,0,"FSIExceeded, ZoningViolation"
APP002689,1399,Commercial,1.2,0.98,16,32.35,5.18,4.39,3.08,19,22,23.52,1,1,1,15.75,1,1,None
APP002690,4040,Commercial,2.0,1.74,16,16.87,5.33,5.68,5.19,29,37,16.76,1,1,1,31.81,1,1,None
APP002691,2086,Residential,2.8,2.72,16,33.69,5.8,6.99,5.82,48,57,13.01,1,1,1,34.95,1,1,None
APP002692,2144,Residential,2.2,2.05,14,6.89,3.9,5.99,3.03,20,29,11.32,1,1,1,34.6,1,1,None
APP002693,3616,Mixed-use,2.5,1.88,11,44.78,5.63,3.02,3.93,31,34,29.15,1,1,1,15.01,1,1,None
APP002694,1158,Residential,1.5,1.19,19,11.98,4.84,4.02,5.76,42,45,25.25,1,1,1,25.43,0,0,ZoningViolation
APP002695,1076,Commercial,2.2,1.99,11,11.14,3.17,4.1,4.44,22,24,22.64,1,1,1,19.88,1,1,None
APP002696,4677,Commercial,3.0,2.96,2,57.05,6.48,4.01,4.88,22,30,28.76,1,1,1,35.56,1,1,None
APP002697,827,Residential,1.5,1.84,7,47.49,2.73,2.79,2.88,49,55,10.88,1,1,1,35.56,1,0,"FSIExceeded, SetbackDeficit"
APP002698,2627,Mixed-use,2.2,1.88,9,27.78,2.44,2.23,2.21,31,32,26.58,1,1,1,2.15,1,0,SetbackDeficit
APP002699,3236,Commercial,2.5,2.31,9,18.18,2.62,2.7,1.56,43,52,20.0,1,1,1,22.89,1,0,SetbackDeficit
APP002700,442,Residential,2.0,1.58,14,51.39,7.47,3.61,5.21,38,48,28.39,0,1,1,20.14,1,0,MissingNOC
APP002701,1547,Commercial,2.8,2.05,10,58.27,1.7,2.13,2.76,42,37,21.85,1,1,1,30.82,1,0,"SetbackDeficit, ParkingDeficit"
APP002702,2479,Commercial,2.8,2.17,16,32.96,6.19,3.25,3.29,47,44,23.8,1,1,1,7.83,1,0,ParkingDeficit
APP002703,3759,Commercial,2.2,1.61,18,36.9,7.92,3.78,4.84,33,33,11.33,1,1,1,27.8,0,0,ZoningViolation
APP002704,626,Industrial,2.5,2.14,1,18.37,7.19,6.39,3.95,31,26,14.28,1,1,1,29.54,1,0,ParkingDeficit
APP002705,1996,Residential,1.5,1.4,2,37.41,7.53,5.35,5.83,23,30,13.26,0,1,1,1.07,1,0,MissingNOC
APP002706,4854,Residential,2.5,2.27,20,27.03,7.7,4.61,5.51,25,32,22.66,1,1,1,17.25,1,1,None
APP002707,2173,Residential,2.5,2.57,4,51.51,3.32,6.3,4.5,11,17,15.87,1,1,1,39.16,1,0,FSIExceeded
APP002708,505,Residential,1.8,1.71,2,25.74,3.42,4.77,3.83,25,25,26.64,1,1,1,12.02,1,1,None
APP002709,1673,Residential,1.8,1.39,4,40.68,5.53,3.69,5.24,2,1,11.1,1,1,1,35.38,1,0,ParkingDeficit
APP002710,4700,Industrial,1.5,1.06,6,16.19,3.02,4.1,4.05,36,38,25.1,1,1,1,23.48,1,1,None
APP002711,3840,Commercial,2.5,2.34,4,9.99,5.84,5.79,4.7,17,21,25.52,0,1,1,11.86,1,0,MissingNOC
APP002712,4374,Commercial,2.0,2.24,18,7.22,3.58,3.36,5.19,6,3,21.07,1,0,1,33.44,1,0,"FSIExceeded, ParkingDeficit, MissingNOC"
APP002713,4327,Commercial,1.5,1.27,5,27.86,5.96,6.86,5.3,32,32,9.56,1,1,1,39.63,1,1,None
APP002714,1946,Industrial,2.2,1.54,11,13.99,4.09,4.5,3.24,46,55,13.84,1,1,1,29.68,1,1,None
APP002715,1578,Residential,2.2,2.14,13,59.64,4.23,6.35,4.93,38,36,15.55,1,1,1,2.45,1,0,ParkingDeficit
APP002716,2495,Industrial,2.2,1.7,3,48.91,1.78,2.63,1.7,26,31,17.17,0,1,1,2.1,1,0,"SetbackDeficit, MissingNOC"
APP002717,871,Residential,1.2,0.88,19,43.14,6.53,3.71,3.42,44,45,23.68,1,1,1,19.66,1,1,None
APP002718,678,Mixed-use,2.5,2.36,20,49.18,4.13,3.75,5.65,26,29,14.12,1,1,1,0.24,1,1,None
APP002719,3001,Commercial,2.5,2.39,11,19.45,4.47,5.79,3.79,4,9,6.44,1,1,0,27.04,1,0,MissingNOC
APP002720,293,Residential,1.8,1.47,11,53.36,5.89,4.4,4.93,39,49,26.79,1,1,1,0.65,1,1,None
APP002721,2107,Commercial,2.2,1.63,2,59.76,6.16,6.33,3.11,33,38,16.38,1,1,1,38.92,1,1,None
APP002722,1285,Residential,1.8,1.5,15,20.94,4.93,5.15,3.63,49,59,12.79,1,1,1,35.23,1,1,None
APP002723,2494,Residential,1.8,1.29,8,59.16,4.73,6.24,5.39,21,26,25.66,1,1,1,32.62,1,1,None
APP002724,3098,Commercial,2.2,1.82,2,22.62,6.5,5.02,5.49,31,29,27.09,0,1,0,32.5,1,0,"ParkingDeficit, MissingNOC"
APP002725,1892,Residential,3.0,2.16,8,5.64,3.45,6.09,3.77,3,2,23.54,1,1,1,33.38,1,0,ParkingDeficit
APP002726,1210,Residential,2.5,1.83,20,25.2,3.16,3.46,4.97,6,8,14.5,1,1,1,17.37,1,1,None
APP002727,4105,Mixed-use,1.2,1.0,15,59.86,3.7,5.35,4.12,20,20,11.55,1,1,1,31.67,1,1,None
APP002728,2361,Commercial,2.2,2.62,16,39.93,5.94,3.14,5.1,21,26,23.11,1,1,1,14.69,0,0,"FSIExceeded, ZoningViolation"
APP002729,3836,Industrial,2.0,1.81,13,43.25,7.35,3.03,4.26,23,28,7.38,1,1,1,33.94,1,1,None
APP002730,3893,Commercial,2.2,2.0,17,18.11,6.24,3.4,5.74,12,17,15.39,1,1,1,24.72,1,1,None
APP002731,2036,Residential,2.8,2.18,14,13.03,5.33,3.74,3.07,19,14,24.21,1,1,1,14.33,1,0,ParkingDeficit
APP002732,4975,Residential,2.8,3.54,14,53.7,5.28,5.3,4.3,28,32,20.04,1,1,1,29.82,1,0,FSIExceeded
APP002733,4457,Commercial,1.5,1.11,1,27.74,7.17,4.01,4.12,32,36,23.61,1,1,1,9.71,0,0,ZoningViolation
APP002734,829,Mixed-use,3.0,2.32,1,5.23,6.39,4.2,5.91,36,45,19.75,1,1,1,38.59,1,1,None
APP002735,4478,Residential,2.2,2.18,3,21.18,2.64,2.84,2.26,45,52,11.75,1,1,1,26.59,1,0,SetbackDeficit
APP002736,3551,Industrial,2.5,1.75,15,15.77,6.87,6.82,4.2,46,56,17.6,1,1,1,16.05,1,1,None
APP002737,4557,Mixed-use,3.0,2.19,5,38.21,5.56,6.69,5.66,22,22,24.55,1,1,1,22.03,1,1,None
APP002738,4636,Commercial,2.5,2.28,5,46.59,2.9,1.8,2.95,21,26,11.53,1,1,1,29.5,1,0,SetbackDeficit
APP002739,2240,Mixed-use,3.0,2.76,4,32.36,3.65,4.33,5.88,10,13,29.11,1,1,1,31.89,1,1,None
APP002740,1744,Residential,1.0,1.02,14,15.22,1.96,2.64,2.69,32,41,10.87,1,1,1,39.0,1,0,"FSIExceeded, SetbackDeficit"
APP002741,2900,Mixed-use,1.0,0.84,20,8.19,3.83,3.0,3.44,10,12,6.34,1,1,1,8.36,1,1,None
APP002742,241,Commercial,1.5,1.72,7,22.24,1.95,1.62,1.85,8,11,24.67,1,1,0,20.18,1,0,"FSIExceeded, SetbackDeficit, MissingNOC"
APP002743,1555,Residential,3.0,2.5,15,49.33,3.45,3.98,5.05,34,38,28.28,1,1,1,3.66,1,1,None
APP002744,4896,Mixed-use,1.0,1.19,11,28.07,4.87,4.91,4.03,2,4,11.92,1,1,1,3.29,1,0,FSIExceeded
APP002745,2196,Residential,1.0,0.73,14,18.87,6.43,5.8,5.74,20,22,9.72,1,1,1,4.17,1,1,None
APP002746,1425,Residential,2.0,1.96,6,6.14,7.16,5.82,5.29,4,4,11.37,1,1,1,10.38,1,1,None
APP002747,1313,Commercial,2.8,2.48,10,32.28,3.64,6.05,3.4,40,47,21.07,1,1,1,27.85,1,1,None
APP002748,1259,Residential,1.2,0.99,7,42.67,7.49,6.28,5.19,13,19,19.9,1,1,1,34.45,1,1,None
APP002749,4750,Residential,1.8,1.38,10,15.47,4.97,3.29,4.46,31,39,20.91,1,1,1,17.44,1,1,None
APP002750,4599,Industrial,2.2,1.75,14,34.55,5.93,3.89,4.83,17,12,6.19,1,1,1,22.21,1,0,ParkingDeficit
APP002751,4797,Residential,1.0,0.86,5,28.14,4.85,4.36,5.47,14,22,9.77,1,1,1,8.25,1,1,None
APP002752,440,Residential,1.8,1.77,1,43.72,6.76,6.66,4.94,25,28,11.84,1,1,1,31.64,1,1,None
APP002753,3928,Residential,1.8,1.59,19,52.33,3.94,3.84,4.31,18,27,22.73,1,1,1,35.53,1,1,None
APP002754,2068,Residential,3.0,2.56,8,21.89,6.27,4.7,3.85,28,33,20.61,1,1,1,19.42,0,0,ZoningViolation
